[06/11/2021 08:23:22 AM][ INFO    ] Loading Graph Engine Extensions.
[06/11/2021 08:23:32 AM][ INFO    ] Loading cell type signatures.
[06/11/2021 08:23:32 AM][ INFO    ] Loading storage from [SLOT B]
[06/11/2021 08:23:34 AM][ INFO    ] Load storage complete, image version = 69
[06/11/2021 08:23:34 AM][ INFO    ] Initializing logging facility
[06/11/2021 08:23:34 AM][ INFO    ] Dropping write-ahead-log file C:\GE\TDW.TCSServer\TDW.KMSServer\bin\Debug\netcoreapp3.1\storage\B\write_ahead_log\primary_storage_log_69.dat
[06/11/2021 08:23:34 AM][ INFO    ] Creating write-ahead log file C:\GE\TDW.TCSServer\TDW.KMSServer\bin\Debug\netcoreapp3.1\storage\B\write_ahead_log\primary_storage_log_69.dat
[06/11/2021 08:23:34 AM][ INFO    ] Loading cell type signatures.
[06/11/2021 08:23:50 AM][ INFO    ] Saving storage to [SLOT A]
[06/11/2021 08:23:54 AM][ INFO    ] Save storage complete, image version = 70.
[06/11/2021 08:23:54 AM][ INFO    ] Creating write-ahead log file C:\GE\TDW.TCSServer\TDW.KMSServer\bin\Debug\netcoreapp3.1\storage\A\write_ahead_log\primary_storage_log_70.dat
[06/11/2021 08:23:54 AM][ INFO    ] Dropping write-ahead-log file C:\GE\TDW.TCSServer\TDW.KMSServer\bin\Debug\netcoreapp3.1\storage\B\write_ahead_log\primary_storage_log_69.dat
[06/11/2021 08:23:54 AM][ INFO    ] Saving cell type signatures.
